taxon,ACGU001B,ACGU002A,ACLE001B,ACLE002C,ACLE003A,ACLE007A,ACLE010A,ACLE011,ACLE012,ACLE013,ACLE014,ACLE015,ACLE016,ACLE017,ACLE018A,ACNF018C,ACNF023,ACNF024,ACNF025,ACNF026,ACNF027B,ACNF029A,ACNF032,ACNF033,ACNF034,ACNF035A,ACNF037,ACNF038B,ACNF040,ACNF041,ACNF042,ACNF043,ACNF044,ACNF045,ACNF046,ACNF048,ACNF050,ACNF051B,ACNF053,ACNF054,ACNF055,ACNF056,ACNF057,ACNF059,ACNF060,ACNF061,ACNF062,ACNF063,ACNF065,ACNF066,ACNF067,ACNF068,ACNF069,ACNF071,ACNF073,ACNF074,ACNF075,ACNF076,ACNF077,ACNF078,ACNF079,ACNF080,ACNF081,ACNF083,ACNF084,ACNF085,ACNF086,ACNF087,ACNF088,ACNF089,ACNF090,ACNF091,ACNF092,ACNF093,ACNF094,ACNF095,ACNF096,ACNF097,ACNF099,ACNF116,ACNF117,ACNF118,ACNF119,ACNF120,ACNF121,ACNF122,ACNF123,ACNF124,ACNI001,ACNI002,ACNI004,ACNI005B,ACNI006,ACOL001,ACTR010,ACTR011,ACTR014,ACTR015,ACTR025A,ACTR029B,ACTR032B,ACTR034A,ACTR037C,ACTR039C,ACTR040C,ACTR043B,ACTR045B,ACTR048A,ACTR050A,ACTR053B,ACTR056A,ACTR059A,ACTR062,ACTR063,ACTR064,ACTR065,ACTR066,ACTR067,ACTR068,ACTR069,ACTR070,ACTR071,ACTR072,ACTR073,ACTR074,ACTR076,ACTR077,ACTR078,ACTR079,ACTR080,ACTR081,ACTR082,ACTR083B,ACTR084,ACTR085,ACTR086,ACTR087B,ACTR091,ACTR092,ACTR094,ACTR095,ACTR096,ACTR097,ACTR098,ACTR099,ACTR101,ACTR102,ACTR105A,ACTR107,ACTR110,ACTR116,ACTR117,ACTR118,ACTR119,ACTR120,ACTR121,ACTR122,ACTR123,ACTR124,ACTR125,ACTR127,ACTR128,ACTR129,ACTR130,ACTR131,ACTR132,ACTR133A,ACTR135,ACTR136,ACTR137,ACTR138,ACTR139,ACTR140,ACTR141,ACTR142,ACTR143,ACTR144,ACTR145,ACTR146,ACTR595,ACTR606,ACTR610,ACTR611,ACTR612,CTST010,CTST012,CTST014,CTST016,NALI001B,NALI002B,NALI003B,NALI004C,NALI005B,NALI006C,NAUN001D,ZEFL003,ZEFL005,ZEFL006,ZEFL007,ZEFL008,ZEFL009,ZEFL010,ZEFL012,ZEFL013,ZEFL014,ZEFL016,ZEFL017,ZEFL019,ZEFL020,ZEFL021,ZEFL022B,ZEFL026,ZEFL027,ZEFL028A,ZEFL029B
Dictyotaceae,27,471,315,0,369,64,0,678,1043,3847,569,712,1508,3396,139,24,5,387,464,889,2876,3,23,267,34,1311,51,50,429,209,820,0,500,147,450,955,452,433,181,736,240,969,1122,1332,884,1094,485,1919,633,35,1201,282,1373,55,148,199,589,6091,2251,2930,2494,1827,3732,494,1181,985,657,3921,1055,4452,2404,1283,1771,123,4630,3319,1137,4613,1293,34,1919,42,246,4692,1859,7164,2811,5407,10,5134,2139,3347,1994,1023,98,381,48,2,311,1287,231,996,297,1300,800,1518,436,203,456,429,722,248,11,0,34,4,701,49,1037,722,252,8,246,628,362,443,146,58,116,423,61,14,1342,82,112,64,2982,57,8,20,24,3,44,8,43,23,49,0,28,0,843,21,397,157,77,514,3,3,264,469,544,288,113,498,325,277,136,48,14,22,0,25,7,28,33,111,50,138,147,0,0,1330,42,46,180,2,151,5,8243,6055,7358,3093,4870,4081,6675,470,86,109,93,33,424,123,263,0,476,197,731,182,89,269,1233,80,8,121,52
Amphiroa sp. ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhodolachne decussata,0,17,0,0,0,0,0,0,0,0,0,0,324,449,0,325,57,0,0,0,0,77,52,0,0,15,9,0,0,0,0,0,1,0,0,0,0,0,32,0,0,0,0,0,908,4,118,225,42,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,108,256,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,35,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,267,5,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,12,16,0,0,17,1,15,0,0,0,0
Asteronema breviarticulatum,57,10,3353,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,3,0,13,0,0,5,15,0,11,87,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,2,0,0,0,0,0,0,12,2,3,0,0,0,191,0,0,0,0
Oscillatoriophycideae,0,5,6,2436,0,136,154,72,110,306,93,18,88,170,4,10,191,27,56,38,366,9,11,103,19,11,24,37,22,21,124,7,3,17,16,3,1,132,22,70,46,24,51,6,0,28,0,0,0,0,0,66,19,0,10,0,3,26,31,160,24,110,16,7,13,7,15,68,29,78,23,16,7,23,64,0,0,2,10,20,13,43,8,17,109,41,0,0,1,184,103,342,147,13,16,11,5,0,41,46,0,31,45,46,20,13,11,11,11,17,11,5,19,0,9,3,95,0,40,8,9,42,3,13,39,39,4,0,12,0,11,9,20,11,5,4,17,73,1,16,4,17,26,14,4,4,2,0,18,0,4,0,3,0,3,6,0,0,0,0,12,6,0,1,0,1,0,31,1,1,0,9,6,11,6,14,21,37,8,0,0,0,6,0,28,24,0,18,4,35,19,0,0,0,0,9,1,5,15,6,6,16,9,6,42,38,14,4,13,0,29,16,11,5,0
Botryocladia skottsbergii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0
Monosporus indicus,0,37,4,0,37,0,3,12,15,0,12,399,146,505,0,0,22,1394,147,4,48,0,627,16,47,618,552,147,74,82,203,2005,17,415,27,124,51,74,246,17,2,226,113,80,150,71,66,15,0,0,0,103,70,0,808,100,580,83,26,14,15,578,0,1978,1195,281,879,292,407,59,608,3185,81,0,82,246,0,73,1434,0,117,0,33,214,1463,314,8,258,11,3,10,44,29,0,571,205,1258,1537,187,130,314,115,22,150,312,247,157,352,26,86,141,102,64,2,38,74,82,46,500,168,164,22,97,615,81,70,37,0,2256,73,51,7,107,14,103,102,198,12,20,77,23,52,23,150,26,27,80,340,178,66,5,42,8,7,210,19,11,0,0,2,3,14,0,2,1,6,78,17,0,48,0,16,29,34,124,9,4,6,23,0,0,331,0,0,12,0,0,0,0,21,0,0,0,0,204,145,18,291,35,192,12,0,72,131,62,87,20,14,176,89,31,0,2,0,13
Ahnfeltiopsis flabelliformis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,106,0,0,0,0
Gelidium pusillum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dasyaceae,0,0,0,0,22,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,467,0,0,14,0,0,1,408,0,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,16,0,0,0,0,0,0,0,38,0,102,90,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,24,86,3,0,38,60,0,118,123,2,28,15,17,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,7,0,0,76,0,661,0,22,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0
Tetraselmis sp.,0,0,2,0,2,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,3,2,0,3,0,0,0,0,0,0,0,1,0,1,0,14,6,0,0,2,0,0,3,1,0,0,1,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,119,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0
Peyssonneliaceae,23,0,127,0,46,0,16,15,0,0,0,0,80,44,0,29,0,0,0,3,0,4,0,0,0,194,1,6,0,4,0,0,0,41,0,6,0,35,0,1,0,7,0,7,13,9,3,16,17,45,0,0,0,0,0,1,0,0,0,0,9,20,0,0,0,89,0,2,0,0,2,0,73,0,1,5,0,1,0,0,0,0,0,0,0,0,21,28,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,2,4,0,0,0,0,0,0,0,0,2,0,0,0,0,1,4,3,0,8,0,0,0,0,2,5,8,0,5,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,92,23,0,0,0,0,0,0,0,0,0,1,2,1,6,2,0,0,0,0,0,0,0,16,0,9,0,0,0,0
Gigartinaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heterosiphonia crispella,0,149,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,45,19,84,0,0,70,0,0,3,0,0,69,4,0,0,0,102,3,44,13,23,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,116,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,8,0,0,14,5,0,45,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,16,0,8,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,13,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,6,198,189,24,16,0,5,19,1059,3,275,524,0,128,0,0,0,0
Liagora sp.,0,0,0,0,15,0,0,0,7,0,8,0,0,0,2,0,21,0,0,3,0,0,1,0,2,0,0,0,0,0,0,12,2,1,2,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,2,0,1,0,0,0,4,0,0,0,4,0,2,0,1,0,0,0,0,1,1,0,0,0,0,6,5,0,0,0,0,0,5,4,25,12,0,5,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,6,1,0,0,0,0,2,0,3,0,1,0,0,5,2,0,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,5,0,2,0,3,0,0,3,0,0,3,0,0,0,6,0,0,0,10,0
Colpomenia sinuosa,0,0,0,0,19,3,0,0,12,8,22,0,0,0,15,12,0,0,0,5,9,8,0,8,15,8,0,9,0,8,7,14,12,2,0,10,10,0,10,0,6,10,17,10,10,2,0,0,0,0,1,0,0,0,10,0,21,0,0,58,19,6,1,5,0,2,0,9,3,0,5,0,9,0,0,2,7,0,11,0,0,3,0,0,0,0,4,0,0,28,16,30,14,0,1,0,0,0,4,0,0,2,9,0,0,0,3,0,2,5,7,4,6,0,0,0,0,0,21,0,0,0,0,7,0,0,0,0,0,1,0,0,0,3,3,4,5,3,0,0,0,27,0,7,0,0,0,4,12,18,0,0,0,12,0,4,0,0,4,13,19,0,6,4,3,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,7,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,12,0,8,6,0,0,0,10,0,0,0,8,0
Cyanobacteria,96,39,37,68,83,199,363,118,203,133,172,9,106,19,166,106,149,146,106,81,165,133,65,136,77,91,54,45,54,49,85,160,29,80,62,40,25,150,94,93,77,50,47,131,113,50,49,19,50,87,17,32,83,54,74,39,54,69,30,59,73,56,70,192,77,51,119,184,124,64,45,42,111,689,43,0,107,29,27,25,47,67,4,27,79,31,19,16,43,248,428,327,338,1263,31,53,112,24,48,28,22,31,107,35,15,30,30,59,16,35,31,72,70,58,107,42,82,4,19,6,10,6,0,71,20,0,4,302,5,0,92,1,26,22,17,35,43,31,15,60,86,24,28,32,21,5,4,5,11,1,56,20,53,76,31,46,22,18,48,20,45,70,40,35,137,13,23,23,33,18,9,18,20,28,14,4,29,18,45,21,11,0,5,8,1013,355,686,1538,77,90,34,72,68,187,129,25,35,29,24,26,31,26,14,46,35,58,10,94,42,17,17,28,42,55,25
Rhodymeniophycidae,117,982,565,1,2035,600,94,284,606,38,313,2097,533,733,659,1354,685,1447,596,391,301,3011,1854,1093,1621,2459,3072,2234,315,1504,560,342,1825,777,1121,623,597,556,1397,685,513,765,645,1896,1506,4622,3650,3277,1670,1080,415,3051,752,3047,1023,4207,3395,145,1666,1839,834,2152,253,1306,1253,2089,953,437,987,546,1480,871,1378,1,874,2245,1084,1023,3224,1027,502,895,1022,370,867,222,512,506,6955,43,80,197,304,598,2123,2036,1610,2306,1235,751,1321,1275,935,831,1257,1366,934,947,1256,1201,1629,1580,1883,3721,1644,2823,764,2858,337,469,1455,558,850,79,3543,1831,1075,144,1076,1099,2055,4551,2907,2944,2355,3615,814,548,2196,1173,1652,689,1596,1854,931,870,1229,2603,664,523,1380,1001,2191,2248,1151,2703,805,1219,1259,1570,1454,1717,1766,1916,2327,2805,1421,1665,2767,6089,4611,3059,6382,4562,7372,2456,1537,2138,3300,100,3742,2886,82,613,321,93,413,259,542,55,75,219,297,399,555,1350,629,773,1392,1942,2119,2393,3140,884,2978,1859,783,913,1395,1946,613,1064,972,1657,2498
Dasya kristeniae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,130,0,0,5,5,72,0,0,0,0,0,4,0,0,0,0,10,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,19,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,7,13,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,26,0,0,68,32,8,1,79,0,0,1,3,1,105,9,2,5,19,36,0,0,5,0,1,0,0,0,9,0,2,2,0,0,0,54,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0
Prochlorococcus sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,4,0,0
Griffithsia schousboei,0,0,6,0,0,0,0,32,0,0,0,0,3,39,72,646,3,24,85,272,12,176,61,18,320,5,0,0,0,1,22,0,124,0,8,65,16,1,5,8,0,7,0,21,0,59,216,106,243,180,0,54,28,24,10,0,0,35,111,46,137,43,693,0,61,181,0,42,6,3,21,28,77,0,74,49,98,211,18,0,0,0,0,8,11,0,8,0,0,0,0,0,0,0,0,198,0,0,0,99,11,0,0,148,0,0,21,0,3,0,0,0,0,0,9,0,13,0,0,36,39,1,985,27,0,7,89,0,0,92,4,0,27,1,0,0,380,0,0,0,59,21,0,0,0,5,0,0,0,0,49,0,0,25,0,0,0,0,10,68,0,39,42,51,0,12,0,0,0,0,0,4,2,3,0,0,1,1,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,164,0,0,0,12,0,0,0,0,0,0,0,0,31,0,0,0,0,0
Corallinales,461,187,273,85,463,199,1383,598,356,586,1122,477,1322,56,1620,113,1787,205,51,253,325,340,316,274,239,117,81,204,89,254,234,344,138,128,115,346,272,88,73,1492,1288,180,216,32,27,52,62,26,74,125,65,18,96,55,27,10,180,455,74,344,229,152,399,115,156,120,89,499,173,459,54,198,57,649,821,37,82,130,54,43,136,291,37,218,154,256,344,67,17,415,713,1094,350,2,365,262,346,275,507,313,186,569,550,247,243,264,278,326,519,461,255,329,274,419,376,65,284,216,227,184,230,146,73,1481,69,209,137,0,84,71,690,77,201,208,439,161,224,840,286,531,394,90,868,416,226,296,313,161,179,370,707,34,159,611,368,462,43,35,474,974,490,474,1285,617,86,286,124,298,74,76,85,197,195,58,63,53,256,155,163,43,82,196,12,4,208,2,18,35,38,183,257,369,107,1588,29,192,426,200,172,127,399,392,387,137,227,151,679,179,178,399,82,214,299,2673,1786
Griffithsia subcylindrica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,9,8,0,0,46,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,30,33,29,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,127,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,0,24,59,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,15,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0
Champiaceae,0,128,522,0,151,0,0,36,119,32,0,20,5,0,89,216,0,26,15,0,27,0,0,0,0,74,71,25,48,4,0,0,51,28,8,113,134,23,94,0,0,57,38,112,201,57,222,99,0,128,0,89,0,15,39,18,32,6,121,44,32,85,1,173,88,115,4,22,2,0,12,155,0,0,4,178,3,1,21,8,57,119,123,80,0,8,98,24,100,0,16,0,9,13,36,104,2,44,56,26,75,107,27,116,66,29,160,48,169,43,81,29,0,0,66,2,4,0,18,29,21,429,249,92,98,56,156,0,5,243,94,26,29,15,68,42,19,11,2,13,5,51,13,6,25,8,29,3,0,46,3,0,36,6,114,26,0,0,32,58,111,21,17,54,52,14,4,133,40,17,3,51,35,54,1,60,190,35,38,0,0,112,11,9,0,0,0,0,17,0,0,47,0,27,0,287,153,0,96,206,317,43,313,0,351,339,14,60,221,23,298,44,12,50,30
Chlorodendraceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chlorarachniophyceae,1,0,126,907,95,142,46,61,117,112,56,159,143,118,87,77,293,37,42,71,106,67,109,172,112,47,96,75,48,44,34,108,15,55,12,78,38,118,62,183,33,95,71,124,79,79,13,20,0,12,185,534,797,28,81,7,41,107,33,57,61,11,120,31,45,18,50,285,35,116,46,47,41,201,334,2,35,82,131,214,335,104,147,6,293,257,65,23,8,78,299,219,232,181,51,5,22,4,87,120,22,124,188,74,33,48,59,174,86,72,39,73,85,42,117,42,26,9,8,0,0,0,0,24,38,0,0,114,5,0,194,5,51,14,12,32,97,94,34,78,35,49,64,32,22,33,11,13,3,23,62,10,3,48,8,80,8,3,14,101,42,32,26,30,12,5,41,58,41,7,63,43,28,13,9,25,32,99,14,0,1,0,20,0,149,63,244,135,83,39,162,184,73,185,14,38,28,10,14,4,2,16,21,10,11,9,12,7,4,7,27,220,274,0,19
Prasinoderma coloniale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,45,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chondria sp. ,0,0,0,0,0,0,108,0,673,123,349,0,0,0,0,0,0,0,0,0,0,0,19,867,361,27,218,211,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,25,9,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,454,96,0,0,0,0,0,13,0,1,15,2,73,54,0,0,0,0,195,132,52,213,248,103,18,34,92,40,54,114,70,45,148,18,42,384,0,0,0,0,0,0,0,0,0,0,0,0,0,31,16,10,39,56,0,0,0,0,0,0,0,2,0,3,20,0,0,578,96,27,107,27,61,106,0,27,0,0,5,188,85,91,28,35,31,0,0,0,0,10,3,0,0,0,0,0,1,0,0,0,0,21,0,3,0,0,0,0,0,0,51,0,0,0,266,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,8,0
